timeframe,open_time_utc,close_time_utc,open,high,low,close,range,one_third,level_1,level_2_middle,level_3_high_average,updated_utc
15M,2026-07-13T14:30:00+00:00,2026-07-13T14:45:00+00:00,62561.7000000000,62695.1000000000,62464.7000000000,62627.7000000000,230.4000000000,76.8000000000,62541.5000000000,62618.3000000000,62695.1000000000,2026-07-13T18:23:23.568865+00:00
15M,2026-07-13T14:45:00+00:00,2026-07-13T15:00:00+00:00,62627.6000000000,62801.1000000000,62584.9000000000,62799.9000000000,216.2000000000,72.0666666667,62656.9666666667,62729.0333333333,62801.1000000000,2026-07-13T18:23:23.568865+00:00
15M,2026-07-13T15:00:00+00:00,2026-07-13T15:15:00+00:00,62799.9000000000,62866.3000000000,62691.2000000000,62795.3000000000,175.1000000000,58.3666666667,62749.5666666667,62807.9333333333,62866.3000000000,2026-07-13T20:01:35.517869+00:00
15M,2026-07-13T15:15:00+00:00,2026-07-13T15:30:00+00:00,62794.2000000000,62986.5000000000,62786.3000000000,62817.8000000000,200.2000000000,66.7333333333,62853.0333333333,62919.7666666667,62986.5000000000,2026-07-13T20:01:35.517869+00:00
15M,2026-07-13T15:30:00+00:00,2026-07-13T15:45:00+00:00,62816.4000000000,62854.6000000000,62570.2000000000,62652.4000000000,284.4000000000,94.8000000000,62665.0000000000,62759.8000000000,62854.6000000000,2026-07-13T20:01:35.517869+00:00
15M,2026-07-13T15:45:00+00:00,2026-07-13T16:00:00+00:00,62650.6000000000,62685.5000000000,62578.5000000000,62615.9000000000,107.0000000000,35.6666666667,62614.1666666667,62649.8333333333,62685.5000000000,2026-07-13T20:01:35.517869+00:00
15M,2026-07-13T16:00:00+00:00,2026-07-13T16:15:00+00:00,62615.9000000000,62633.0000000000,62526.0000000000,62537.5000000000,107.0000000000,35.6666666667,62561.6666666667,62597.3333333333,62633.0000000000,2026-07-13T21:09:55.470068+00:00
15M,2026-07-13T16:15:00+00:00,2026-07-13T16:30:00+00:00,62537.5000000000,62537.5000000000,62279.2000000000,62346.8000000000,258.3000000000,86.1000000000,62365.3000000000,62451.4000000000,62537.5000000000,2026-07-13T21:09:55.470068+00:00
15M,2026-07-13T16:30:00+00:00,2026-07-13T16:45:00+00:00,62346.8000000000,62391.3000000000,62214.0000000000,62367.1000000000,177.3000000000,59.1000000000,62273.1000000000,62332.2000000000,62391.3000000000,2026-07-13T21:09:55.470068+00:00
15M,2026-07-13T16:45:00+00:00,2026-07-13T17:00:00+00:00,62368.0000000000,62423.0000000000,62257.6000000000,62280.5000000000,165.4000000000,55.1333333333,62312.7333333333,62367.8666666667,62423.0000000000,2026-07-13T21:09:55.470068+00:00
15M,2026-07-13T17:00:00+00:00,2026-07-13T17:15:00+00:00,62280.5000000000,62375.0000000000,62256.6000000000,62320.0000000000,118.4000000000,39.4666666667,62296.0666666667,62335.5333333333,62375.0000000000,2026-07-13T22:14:17.655506+00:00
15M,2026-07-13T17:15:00+00:00,2026-07-13T17:30:00+00:00,62321.0000000000,62321.0000000000,62178.6000000000,62187.4000000000,142.4000000000,47.4666666667,62226.0666666667,62273.5333333333,62321.0000000000,2026-07-13T22:14:17.655506+00:00
15M,2026-07-13T17:30:00+00:00,2026-07-13T17:45:00+00:00,62187.4000000000,62231.8000000000,61965.4000000000,62101.3000000000,266.4000000000,88.8000000000,62054.2000000000,62143.0000000000,62231.8000000000,2026-07-13T22:14:17.655506+00:00
15M,2026-07-13T17:45:00+00:00,2026-07-13T18:00:00+00:00,62101.3000000000,62183.8000000000,61901.3000000000,61901.7000000000,282.5000000000,94.1666666667,61995.4666666667,62089.6333333333,62183.8000000000,2026-07-13T22:14:17.655506+00:00
15M,2026-07-13T18:00:00+00:00,2026-07-13T18:15:00+00:00,61901.8000000000,62055.9000000000,61875.0000000000,61928.2000000000,180.9000000000,60.3000000000,61935.3000000000,61995.6000000000,62055.9000000000,2026-07-13T22:14:17.655506+00:00
15M,2026-07-13T18:15:00+00:00,2026-07-13T18:30:00+00:00,61931.1000000000,62005.4000000000,61830.0000000000,61949.6000000000,175.4000000000,58.4666666667,61888.4666666667,61946.9333333333,62005.4000000000,2026-07-13T23:16:29.761052+00:00
15M,2026-07-13T18:30:00+00:00,2026-07-13T18:45:00+00:00,61949.7000000000,62005.3000000000,61906.3000000000,62005.3000000000,99.0000000000,33.0000000000,61939.3000000000,61972.3000000000,62005.3000000000,2026-07-13T23:16:29.761052+00:00
15M,2026-07-13T18:45:00+00:00,2026-07-13T19:00:00+00:00,62005.4000000000,62111.4000000000,61977.3000000000,62018.1000000000,134.1000000000,44.7000000000,62022.0000000000,62066.7000000000,62111.4000000000,2026-07-13T23:16:29.761052+00:00
15M,2026-07-13T19:00:00+00:00,2026-07-13T19:15:00+00:00,62027.8000000000,62092.1000000000,61990.2000000000,62077.7000000000,101.9000000000,33.9666666667,62024.1666666667,62058.1333333333,62092.1000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T19:15:00+00:00,2026-07-13T19:30:00+00:00,62077.8000000000,62116.5000000000,62001.0000000000,62017.9000000000,115.5000000000,38.5000000000,62039.5000000000,62078.0000000000,62116.5000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T19:30:00+00:00,2026-07-13T19:45:00+00:00,62017.9000000000,62180.5000000000,62017.9000000000,62180.5000000000,162.6000000000,54.2000000000,62072.1000000000,62126.3000000000,62180.5000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T19:45:00+00:00,2026-07-13T20:00:00+00:00,62180.5000000000,62299.9000000000,62137.0000000000,62293.2000000000,162.9000000000,54.3000000000,62191.3000000000,62245.6000000000,62299.9000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T20:00:00+00:00,2026-07-13T20:15:00+00:00,62290.9000000000,62330.6000000000,62207.6000000000,62223.6000000000,123.0000000000,41.0000000000,62248.6000000000,62289.6000000000,62330.6000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T20:15:00+00:00,2026-07-13T20:30:00+00:00,62223.7000000000,62223.7000000000,62086.5000000000,62221.4000000000,137.2000000000,45.7333333333,62132.2333333333,62177.9666666667,62223.7000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T20:30:00+00:00,2026-07-13T20:45:00+00:00,62220.2000000000,62264.3000000000,62186.4000000000,62186.4000000000,77.9000000000,25.9666666667,62212.3666666667,62238.3333333333,62264.3000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T20:45:00+00:00,2026-07-13T21:00:00+00:00,62185.1000000000,62215.3000000000,62050.8000000000,62208.3000000000,164.5000000000,54.8333333333,62105.6333333333,62160.4666666667,62215.3000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T21:00:00+00:00,2026-07-13T21:15:00+00:00,62206.0000000000,62220.5000000000,62056.1000000000,62110.7000000000,164.4000000000,54.8000000000,62110.9000000000,62165.7000000000,62220.5000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T21:15:00+00:00,2026-07-13T21:30:00+00:00,62110.8000000000,62156.4000000000,61993.4000000000,62034.6000000000,163.0000000000,54.3333333333,62047.7333333333,62102.0666666667,62156.4000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T21:30:00+00:00,2026-07-13T21:45:00+00:00,62034.6000000000,62074.9000000000,61888.5000000000,61982.4000000000,186.4000000000,62.1333333333,61950.6333333333,62012.7666666667,62074.9000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T21:45:00+00:00,2026-07-13T22:00:00+00:00,61983.7000000000,62123.1000000000,61926.3000000000,62067.5000000000,196.8000000000,65.6000000000,61991.9000000000,62057.5000000000,62123.1000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T22:00:00+00:00,2026-07-13T22:15:00+00:00,62067.6000000000,62209.1000000000,62054.6000000000,62184.4000000000,154.5000000000,51.5000000000,62106.1000000000,62157.6000000000,62209.1000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T22:15:00+00:00,2026-07-13T22:30:00+00:00,62184.3000000000,62229.1000000000,62139.1000000000,62160.0000000000,90.0000000000,30.0000000000,62169.1000000000,62199.1000000000,62229.1000000000,2026-07-14T00:11:28.732551+00:00
15M,2026-07-13T22:30:00+00:00,2026-07-13T22:45:00+00:00,62160.0000000000,62181.4000000000,62030.0000000000,62063.6000000000,151.4000000000,50.4666666667,62080.4666666667,62130.9333333333,62181.4000000000,2026-07-14T03:40:19.703121+00:00
15M,2026-07-13T22:45:00+00:00,2026-07-13T23:00:00+00:00,62063.7000000000,62075.3000000000,61917.9000000000,61927.5000000000,157.4000000000,52.4666666667,61970.3666666667,62022.8333333333,62075.3000000000,2026-07-14T03:40:19.703121+00:00
15M,2026-07-13T23:00:00+00:00,2026-07-13T23:15:00+00:00,61927.5000000000,62076.7000000000,61890.0000000000,62063.2000000000,186.7000000000,62.2333333333,61952.2333333333,62014.4666666667,62076.7000000000,2026-07-14T03:40:19.703121+00:00
15M,2026-07-13T23:15:00+00:00,2026-07-13T23:30:00+00:00,62063.2000000000,62244.8000000000,62054.0000000000,62168.5000000000,190.8000000000,63.6000000000,62117.6000000000,62181.2000000000,62244.8000000000,2026-07-14T03:40:19.703121+00:00
15M,2026-07-13T23:30:00+00:00,2026-07-13T23:45:00+00:00,62168.4000000000,62212.8000000000,62101.4000000000,62123.6000000000,111.4000000000,37.1333333333,62138.5333333333,62175.6666666667,62212.8000000000,2026-07-14T03:40:19.703121+00:00
15M,2026-07-13T23:45:00+00:00,2026-07-14T00:00:00+00:00,62125.6000000000,62353.3000000000,62111.1000000000,62332.1000000000,242.2000000000,80.7333333333,62191.8333333333,62272.5666666667,62353.3000000000,2026-07-14T03:40:19.703121+00:00
15M,2026-07-14T00:00:00+00:00,2026-07-14T00:15:00+00:00,62332.1000000000,62488.0000000000,62278.1000000000,62442.6000000000,209.9000000000,69.9666666667,62348.0666666667,62418.0333333333,62488.0000000000,2026-07-14T03:40:19.703121+00:00
15M,2026-07-14T00:15:00+00:00,2026-07-14T00:30:00+00:00,62442.6000000000,62442.6000000000,62318.1000000000,62376.5000000000,124.5000000000,41.5000000000,62359.6000000000,62401.1000000000,62442.6000000000,2026-07-14T03:40:19.703121+00:00
15M,2026-07-14T00:30:00+00:00,2026-07-14T00:45:00+00:00,62382.7000000000,62452.8000000000,62296.5000000000,62315.4000000000,156.3000000000,52.1000000000,62348.6000000000,62400.7000000000,62452.8000000000,2026-07-14T03:40:19.703121+00:00
15M,2026-07-14T00:45:00+00:00,2026-07-14T01:00:00+00:00,62315.4000000000,62665.0000000000,62315.4000000000,62553.3000000000,349.6000000000,116.5333333333,62431.9333333333,62548.4666666667,62665.0000000000,2026-07-14T05:59:23.676451+00:00
15M,2026-07-14T01:00:00+00:00,2026-07-14T01:15:00+00:00,62557.2000000000,62575.9000000000,62465.3000000000,62505.3000000000,110.6000000000,36.8666666667,62502.1666666667,62539.0333333333,62575.9000000000,2026-07-14T05:59:23.676451+00:00
15M,2026-07-14T01:15:00+00:00,2026-07-14T01:30:00+00:00,62505.3000000000,62641.2000000000,62489.5000000000,62532.5000000000,151.7000000000,50.5666666667,62540.0666666667,62590.6333333333,62641.2000000000,2026-07-14T05:59:23.676451+00:00
15M,2026-07-14T01:30:00+00:00,2026-07-14T01:45:00+00:00,62532.4000000000,62575.1000000000,62468.0000000000,62496.8000000000,107.1000000000,35.7000000000,62503.7000000000,62539.4000000000,62575.1000000000,2026-07-14T05:59:23.676451+00:00
15M,2026-07-14T01:45:00+00:00,2026-07-14T02:00:00+00:00,62496.8000000000,62558.1000000000,62475.8000000000,62534.1000000000,82.3000000000,27.4333333333,62503.2333333333,62530.6666666667,62558.1000000000,2026-07-14T05:59:23.676451+00:00
15M,2026-07-14T02:00:00+00:00,2026-07-14T02:15:00+00:00,62534.1000000000,62619.9000000000,62489.6000000000,62507.6000000000,130.3000000000,43.4333333333,62533.0333333333,62576.4666666667,62619.9000000000,2026-07-14T05:59:23.676451+00:00
15M,2026-07-14T02:15:00+00:00,2026-07-14T02:30:00+00:00,62507.7000000000,62527.6000000000,62319.2000000000,62372.0000000000,208.4000000000,69.4666666667,62388.6666666667,62458.1333333333,62527.6000000000,2026-07-14T05:59:23.676451+00:00
15M,2026-07-14T02:30:00+00:00,2026-07-14T02:45:00+00:00,62372.0000000000,62600.5000000000,62372.0000000000,62592.0000000000,228.5000000000,76.1666666667,62448.1666666667,62524.3333333333,62600.5000000000,2026-07-14T05:59:23.676451+00:00
15M,2026-07-14T02:45:00+00:00,2026-07-14T03:00:00+00:00,62592.0000000000,62639.2000000000,62529.5000000000,62548.0000000000,109.7000000000,36.5666666667,62566.0666666667,62602.6333333333,62639.2000000000,2026-07-14T05:59:23.676451+00:00
15M,2026-07-14T03:00:00+00:00,2026-07-14T03:15:00+00:00,62548.1000000000,62607.8000000000,62368.1000000000,62391.5000000000,239.7000000000,79.9000000000,62448.0000000000,62527.9000000000,62607.8000000000,2026-07-14T05:59:23.676451+00:00
15M,2026-07-14T03:15:00+00:00,2026-07-14T03:30:00+00:00,62391.6000000000,62470.8000000000,62314.7000000000,62470.8000000000,156.1000000000,52.0333333333,62366.7333333333,62418.7666666667,62470.8000000000,2026-07-14T08:24:38.472712+00:00
15M,2026-07-14T03:30:00+00:00,2026-07-14T03:45:00+00:00,62471.0000000000,62550.0000000000,62438.3000000000,62468.4000000000,111.7000000000,37.2333333333,62475.5333333333,62512.7666666667,62550.0000000000,2026-07-14T08:24:38.472712+00:00
15M,2026-07-14T03:45:00+00:00,2026-07-14T04:00:00+00:00,62471.5000000000,62580.8000000000,62464.9000000000,62575.6000000000,115.9000000000,38.6333333333,62503.5333333333,62542.1666666667,62580.8000000000,2026-07-14T08:24:38.472712+00:00
15M,2026-07-14T04:00:00+00:00,2026-07-14T04:15:00+00:00,62575.7000000000,62669.4000000000,62543.7000000000,62567.6000000000,125.7000000000,41.9000000000,62585.6000000000,62627.5000000000,62669.4000000000,2026-07-14T08:24:38.472712+00:00
15M,2026-07-14T04:15:00+00:00,2026-07-14T04:30:00+00:00,62567.5000000000,62660.9000000000,62547.2000000000,62646.9000000000,113.7000000000,37.9000000000,62585.1000000000,62623.0000000000,62660.9000000000,2026-07-14T08:24:38.472712+00:00
15M,2026-07-14T04:30:00+00:00,2026-07-14T04:45:00+00:00,62646.8000000000,62770.2000000000,62646.8000000000,62712.6000000000,123.4000000000,41.1333333333,62687.9333333333,62729.0666666667,62770.2000000000,2026-07-14T08:24:38.472712+00:00
15M,2026-07-14T04:45:00+00:00,2026-07-14T05:00:00+00:00,62712.5000000000,62770.1000000000,62705.1000000000,62752.6000000000,65.0000000000,21.6666666667,62726.7666666667,62748.4333333333,62770.1000000000,2026-07-14T08:24:38.472712+00:00
15M,2026-07-14T05:00:00+00:00,2026-07-14T05:15:00+00:00,62752.5000000000,62865.5000000000,62703.4000000000,62830.6000000000,162.1000000000,54.0333333333,62757.4333333333,62811.4666666667,62865.5000000000,2026-07-14T08:24:38.472712+00:00
15M,2026-07-14T05:15:00+00:00,2026-07-14T05:30:00+00:00,62830.6000000000,62876.9000000000,62764.7000000000,62848.0000000000,112.2000000000,37.4000000000,62802.1000000000,62839.5000000000,62876.9000000000,2026-07-14T10:20:59.885029+00:00
15M,2026-07-14T05:30:00+00:00,2026-07-14T05:45:00+00:00,62848.1000000000,62878.7000000000,62719.5000000000,62756.5000000000,159.2000000000,53.0666666667,62772.5666666667,62825.6333333333,62878.7000000000,2026-07-14T10:20:59.885029+00:00
15M,2026-07-14T05:45:00+00:00,2026-07-14T06:00:00+00:00,62756.4000000000,62761.3000000000,62699.7000000000,62728.5000000000,61.6000000000,20.5333333333,62720.2333333333,62740.7666666667,62761.3000000000,2026-07-14T10:20:59.885029+00:00
15M,2026-07-14T06:00:00+00:00,2026-07-14T06:15:00+00:00,62728.6000000000,62735.7000000000,62658.3000000000,62663.5000000000,77.4000000000,25.8000000000,62684.1000000000,62709.9000000000,62735.7000000000,2026-07-14T10:20:59.885029+00:00
15M,2026-07-14T06:15:00+00:00,2026-07-14T06:30:00+00:00,62663.4000000000,62713.1000000000,62659.2000000000,62695.5000000000,53.9000000000,17.9666666667,62677.1666666667,62695.1333333333,62713.1000000000,2026-07-14T10:20:59.885029+00:00
15M,2026-07-14T06:30:00+00:00,2026-07-14T06:45:00+00:00,62695.5000000000,62778.9000000000,62625.2000000000,62698.7000000000,153.7000000000,51.2333333333,62676.4333333333,62727.6666666667,62778.9000000000,2026-07-14T10:20:59.885029+00:00
15M,2026-07-14T06:45:00+00:00,2026-07-14T07:00:00+00:00,62698.7000000000,62698.7000000000,62566.7000000000,62622.9000000000,132.0000000000,44.0000000000,62610.7000000000,62654.7000000000,62698.7000000000,2026-07-14T11:59:39.076645+00:00
15M,2026-07-14T07:00:00+00:00,2026-07-14T07:15:00+00:00,62622.9000000000,62656.6000000000,62556.6000000000,62602.6000000000,100.0000000000,33.3333333333,62589.9333333333,62623.2666666667,62656.6000000000,2026-07-14T11:59:39.076645+00:00
15M,2026-07-14T07:15:00+00:00,2026-07-14T07:30:00+00:00,62604.3000000000,62660.9000000000,62567.5000000000,62642.3000000000,93.4000000000,31.1333333333,62598.6333333333,62629.7666666667,62660.9000000000,2026-07-14T11:59:39.076645+00:00
15M,2026-07-14T07:30:00+00:00,2026-07-14T07:45:00+00:00,62642.3000000000,62656.9000000000,62564.6000000000,62579.0000000000,92.3000000000,30.7666666667,62595.3666666667,62626.1333333333,62656.9000000000,2026-07-14T11:59:39.076645+00:00
15M,2026-07-14T07:45:00+00:00,2026-07-14T08:00:00+00:00,62579.1000000000,62588.4000000000,62513.1000000000,62554.3000000000,75.3000000000,25.1000000000,62538.2000000000,62563.3000000000,62588.4000000000,2026-07-14T11:59:39.076645+00:00
15M,2026-07-14T08:00:00+00:00,2026-07-14T08:15:00+00:00,62554.3000000000,62582.6000000000,62500.0000000000,62551.5000000000,82.6000000000,27.5333333333,62527.5333333333,62555.0666666667,62582.6000000000,2026-07-14T11:59:39.076645+00:00
15M,2026-07-14T08:15:00+00:00,2026-07-14T08:30:00+00:00,62551.6000000000,62678.2000000000,62551.6000000000,62654.7000000000,126.6000000000,42.2000000000,62593.8000000000,62636.0000000000,62678.2000000000,2026-07-14T11:59:39.076645+00:00
15M,2026-07-14T08:30:00+00:00,2026-07-14T08:45:00+00:00,62654.6000000000,62806.0000000000,62636.0000000000,62777.9000000000,170.0000000000,56.6666666667,62692.6666666667,62749.3333333333,62806.0000000000,2026-07-14T11:59:39.076645+00:00
15M,2026-07-14T08:45:00+00:00,2026-07-14T09:00:00+00:00,62777.8000000000,62788.8000000000,62680.0000000000,62711.0000000000,108.8000000000,36.2666666667,62716.2666666667,62752.5333333333,62788.8000000000,2026-07-14T11:59:39.076645+00:00
15M,2026-07-14T09:00:00+00:00,2026-07-14T09:15:00+00:00,62711.0000000000,62747.4000000000,62667.7000000000,62704.6000000000,79.7000000000,26.5666666667,62694.2666666667,62720.8333333333,62747.4000000000,2026-07-14T14:07:28.547006+00:00
15M,2026-07-14T09:15:00+00:00,2026-07-14T09:30:00+00:00,62704.5000000000,62731.6000000000,62651.1000000000,62672.4000000000,80.5000000000,26.8333333333,62677.9333333333,62704.7666666667,62731.6000000000,2026-07-14T14:07:28.547006+00:00
15M,2026-07-14T09:30:00+00:00,2026-07-14T09:45:00+00:00,62672.4000000000,62678.8000000000,62542.9000000000,62564.8000000000,135.9000000000,45.3000000000,62588.2000000000,62633.5000000000,62678.8000000000,2026-07-14T14:07:28.547006+00:00
15M,2026-07-14T09:45:00+00:00,2026-07-14T10:00:00+00:00,62563.1000000000,62650.1000000000,62534.9000000000,62632.7000000000,115.2000000000,38.4000000000,62573.3000000000,62611.7000000000,62650.1000000000,2026-07-14T14:07:28.547006+00:00
15M,2026-07-14T10:00:00+00:00,2026-07-14T10:15:00+00:00,62632.6000000000,62735.0000000000,62632.6000000000,62722.0000000000,102.4000000000,34.1333333333,62666.7333333333,62700.8666666667,62735.0000000000,2026-07-14T14:07:28.547006+00:00
15M,2026-07-14T10:15:00+00:00,2026-07-14T10:30:00+00:00,62722.1000000000,62739.8000000000,62668.0000000000,62670.0000000000,71.8000000000,23.9333333333,62691.9333333333,62715.8666666667,62739.8000000000,2026-07-14T14:07:28.547006+00:00
15M,2026-07-14T10:30:00+00:00,2026-07-14T10:45:00+00:00,62670.0000000000,62809.8000000000,62612.1000000000,62809.8000000000,197.7000000000,65.9000000000,62678.0000000000,62743.9000000000,62809.8000000000,2026-07-14T14:07:28.547006+00:00
15M,2026-07-14T10:45:00+00:00,2026-07-14T11:00:00+00:00,62809.8000000000,62907.8000000000,62782.7000000000,62801.1000000000,125.1000000000,41.7000000000,62824.4000000000,62866.1000000000,62907.8000000000,2026-07-14T15:51:33.918428+00:00
15M,2026-07-14T11:00:00+00:00,2026-07-14T11:15:00+00:00,62801.1000000000,62813.4000000000,62721.5000000000,62799.8000000000,91.9000000000,30.6333333333,62752.1333333333,62782.7666666667,62813.4000000000,2026-07-14T15:51:33.918428+00:00
15M,2026-07-14T11:15:00+00:00,2026-07-14T11:30:00+00:00,62799.8000000000,62883.3000000000,62760.2000000000,62865.5000000000,123.1000000000,41.0333333333,62801.2333333333,62842.2666666667,62883.3000000000,2026-07-14T15:51:33.918428+00:00
15M,2026-07-14T11:30:00+00:00,2026-07-14T11:45:00+00:00,62865.6000000000,62927.2000000000,62815.7000000000,62865.3000000000,111.5000000000,37.1666666667,62852.8666666667,62890.0333333333,62927.2000000000,2026-07-14T15:51:33.918428+00:00
15M,2026-07-14T11:45:00+00:00,2026-07-14T12:00:00+00:00,62865.3000000000,62889.2000000000,62842.4000000000,62848.1000000000,46.8000000000,15.6000000000,62858.0000000000,62873.6000000000,62889.2000000000,2026-07-14T15:51:33.918428+00:00
15M,2026-07-14T12:00:00+00:00,2026-07-14T12:15:00+00:00,62848.2000000000,62873.5000000000,62793.2000000000,62850.0000000000,80.3000000000,26.7666666667,62819.9666666667,62846.7333333333,62873.5000000000,2026-07-14T15:51:33.918428+00:00
15M,2026-07-14T12:15:00+00:00,2026-07-14T12:30:00+00:00,62850.0000000000,63126.2000000000,62814.4000000000,62961.3000000000,311.8000000000,103.9333333333,62918.3333333333,63022.2666666667,63126.2000000000,2026-07-14T17:24:05.827379+00:00
15M,2026-07-14T12:30:00+00:00,2026-07-14T12:45:00+00:00,62961.5000000000,63679.9000000000,62946.0000000000,63557.6000000000,733.9000000000,244.6333333333,63190.6333333333,63435.2666666667,63679.9000000000,2026-07-14T17:24:05.827379+00:00
15M,2026-07-14T12:45:00+00:00,2026-07-14T13:00:00+00:00,63557.9000000000,63980.0000000000,63557.9000000000,63964.6000000000,422.1000000000,140.7000000000,63698.6000000000,63839.3000000000,63980.0000000000,2026-07-14T17:24:05.827379+00:00
15M,2026-07-14T13:00:00+00:00,2026-07-14T13:15:00+00:00,63967.6000000000,63980.0000000000,63760.8000000000,63798.7000000000,219.2000000000,73.0666666667,63833.8666666667,63906.9333333333,63980.0000000000,2026-07-14T17:24:05.827379+00:00
15M,2026-07-14T13:15:00+00:00,2026-07-14T13:30:00+00:00,63798.7000000000,64194.5000000000,63798.7000000000,63963.0000000000,395.8000000000,131.9333333333,63930.6333333333,64062.5666666667,64194.5000000000,2026-07-14T17:24:05.827379+00:00
15M,2026-07-14T13:30:00+00:00,2026-07-14T13:45:00+00:00,63963.0000000000,63984.0000000000,63723.4000000000,63792.4000000000,260.6000000000,86.8666666667,63810.2666666667,63897.1333333333,63984.0000000000,2026-07-14T18:44:03.558515+00:00
15M,2026-07-14T13:45:00+00:00,2026-07-14T14:00:00+00:00,63792.5000000000,63929.5000000000,63706.6000000000,63845.2000000000,222.9000000000,74.3000000000,63780.9000000000,63855.2000000000,63929.5000000000,2026-07-14T18:44:03.558515+00:00
15M,2026-07-14T14:00:00+00:00,2026-07-14T14:15:00+00:00,63845.3000000000,63887.8000000000,63586.7000000000,63886.2000000000,301.1000000000,100.3666666667,63687.0666666667,63787.4333333333,63887.8000000000,2026-07-14T18:44:03.558515+00:00
15M,2026-07-14T14:15:00+00:00,2026-07-14T14:30:00+00:00,63886.3000000000,63935.8000000000,63776.9000000000,63921.5000000000,158.9000000000,52.9666666667,63829.8666666667,63882.8333333333,63935.8000000000,2026-07-14T18:44:03.558515+00:00
15M,2026-07-14T14:30:00+00:00,2026-07-14T14:45:00+00:00,63921.5000000000,64088.2000000000,63864.0000000000,64031.0000000000,224.2000000000,74.7333333333,63938.7333333333,64013.4666666667,64088.2000000000,2026-07-14T18:44:03.558515+00:00
15M,2026-07-14T14:45:00+00:00,2026-07-14T15:00:00+00:00,64032.4000000000,64364.7000000000,63934.6000000000,64310.2000000000,430.1000000000,143.3666666667,64077.9666666667,64221.3333333333,64364.7000000000,2026-07-14T18:44:03.558515+00:00
15M,2026-07-14T15:00:00+00:00,2026-07-14T15:15:00+00:00,64308.7000000000,64444.0000000000,64194.1000000000,64212.9000000000,249.9000000000,83.3000000000,64277.4000000000,64360.7000000000,64444.0000000000,2026-07-14T20:00:02.290464+00:00
15M,2026-07-14T15:15:00+00:00,2026-07-14T15:30:00+00:00,64212.9000000000,64562.5000000000,64198.0000000000,64501.6000000000,364.5000000000,121.5000000000,64319.5000000000,64441.0000000000,64562.5000000000,2026-07-14T20:00:02.290464+00:00
15M,2026-07-14T15:30:00+00:00,2026-07-14T15:45:00+00:00,64501.0000000000,64999.0000000000,64501.0000000000,64785.7000000000,498.0000000000,166.0000000000,64667.0000000000,64833.0000000000,64999.0000000000,2026-07-14T20:00:02.290464+00:00
15M,2026-07-14T15:45:00+00:00,2026-07-14T16:00:00+00:00,64785.8000000000,64867.0000000000,64601.2000000000,64758.0000000000,265.8000000000,88.6000000000,64689.8000000000,64778.4000000000,64867.0000000000,2026-07-14T20:00:02.290464+00:00
15M,2026-07-14T16:00:00+00:00,2026-07-14T16:15:00+00:00,64758.1000000000,64900.0000000000,64617.9000000000,64739.2000000000,282.1000000000,94.0333333333,64711.9333333333,64805.9666666667,64900.0000000000,2026-07-14T21:10:11.935312+00:00
15M,2026-07-14T16:15:00+00:00,2026-07-14T16:30:00+00:00,64739.2000000000,64887.3000000000,64673.0000000000,64823.7000000000,214.3000000000,71.4333333333,64744.4333333333,64815.8666666667,64887.3000000000,2026-07-14T21:10:11.935312+00:00
15M,2026-07-14T16:30:00+00:00,2026-07-14T16:45:00+00:00,64823.7000000000,64890.0000000000,64784.0000000000,64784.0000000000,106.0000000000,35.3333333333,64819.3333333333,64854.6666666667,64890.0000000000,2026-07-14T21:10:11.935312+00:00
15M,2026-07-14T16:45:00+00:00,2026-07-14T17:00:00+00:00,64784.1000000000,64857.8000000000,64720.0000000000,64732.5000000000,137.8000000000,45.9333333333,64765.9333333333,64811.8666666667,64857.8000000000,2026-07-14T21:10:11.935312+00:00
15M,2026-07-14T17:00:00+00:00,2026-07-14T17:15:00+00:00,64732.6000000000,64732.6000000000,64263.6000000000,64604.9000000000,469.0000000000,156.3333333333,64419.9333333333,64576.2666666667,64732.6000000000,2026-07-14T21:10:11.935312+00:00
15M,2026-07-14T17:15:00+00:00,2026-07-14T17:30:00+00:00,64604.9000000000,64668.3000000000,64404.5000000000,64525.3000000000,263.8000000000,87.9333333333,64492.4333333333,64580.3666666667,64668.3000000000,2026-07-14T22:17:12.909562+00:00
15M,2026-07-14T17:30:00+00:00,2026-07-14T17:45:00+00:00,64525.4000000000,64530.7000000000,64433.4000000000,64530.6000000000,97.3000000000,32.4333333333,64465.8333333333,64498.2666666667,64530.7000000000,2026-07-14T22:17:12.909562+00:00
